REG_STAT,DEATHS,ST_CASE,WGTCD_TR,L_STATE,L_TYPE,L_STATUS,PREV_ACC,PREV_OTH
12,2,122978,,12,1,6,0,0
12,0,122979,,12,1,6,0,0
12,0,122979,2,12,1,6,0,0
12,1,122980,1,12,1,6,0,1
12,0,122980,3,12,1,6,0,0
12,2,122981,,12,1,6,0,0
12,1,122982,1,12,1,6,0,0
12,1,122983,,12,1,6,0,0
12,1,122984,,12,1,6,0,0
12,0,122985,,12,1,6,0,0
12,0,122986,,12,1,6,0,0
12,1,122987,,12,1,6,0,0
12,0,122988,2,12,1,6,0,0
12,0,122989,,12,1,6,1,0
12,0,122990,,12,1,6,0,0
12,1,122990,,12,0,0,0,0
12,0,122990,,12,1,6,0,0
12,0,122990,,12,1,6,0,1
12,0,122991,,12,1,6,0,0
12,0,122992,,12,1,6,0,0
12,0,122993,,12,7,1,0,0
12,1,122994,,12,1,6,0,0
12,0,122994,2,12,1,6,0,0
12,0,122995,,12,1,6,0,0
12,0,122996,,12,1,6,0,0
92,1,122998,9,12,1,6,0,0
12,1,122999,,12,1,6,0,1
12,0,122999,,12,1,6,0,0
12,1,123000,,12,1,1,1,1
12,1,123001,,12,1,6,0,1
12,0,123001,9,12,1,6,0,1
12,0,123001,,8,9,9,99,99
12,0,123002,2,12,1,6,0,0
12,0,123003,,12,1,6,0,0
12,1,123003,,12,1,6,0,0
12,0,123003,,12,1,6,0,0
12,1,123004,,12,1,6,0,0
12,1,123005,,12,1,6,0,0
12,1,123006,,12,1,6,0,0
12,0,123006,2,12,1,6,0,0
12,0,123006,,17,1,6,1,0
12,1,123007,,12,1,6,1,1
12,0,123007,,12,1,6,0,0
28,2,123008,,12,0,0,0,1
12,0,123009,,13,1,6,98,0
12,1,123009,,12,1,6,0,0
12,1,123010,,12,1,1,0,1
12,0,123011,,97,9,9,99,99
12,2,123011,,12,1,6,0,0
12,0,123011,8,12,1,6,0,1
12,1,123012,,12,1,6,0,0
12,1,123013,2,12,1,6,0,0
12,0,123014,4,12,1,6,0,1
12,0,123015,,99,9,9,99,99
12,1,123015,,12,1,6,1,0
12,0,123016,7,12,1,6,1,0
12,1,123017,,12,1,6,0,0
12,0,123017,,12,1,6,0,0
12,0,123018,,37,1,6,1,0
12,1,123018,,12,1,6,0,0
12,1,123019,,12,1,1,2,3
12,0,123019,,12,1,6,0,0
99,0,123020,9,99,9,9,99,99
12,0,123021,,12,1,6,0,0
12,1,123022,,12,1,1,0,0
12,0,123022,8,12,1,6,0,0
12,0,123023,,12,1,6,0,0
12,0,123023,,12,1,6,0,0
99,0,123024,9,99,9,9,99,99
12,0,123025,,12,1,6,0,0
12,1,123026,,12,1,6,0,0
12,4,123027,,12,1,6,0,0
12,0,123027,,12,1,6,0,0
12,1,123028,,12,1,6,0,0
12,1,123029,2,12,1,6,0,0
12,0,123029,,12,1,6,0,1
12,0,123030,,12,1,6,0,1
12,1,123031,,12,1,1,0,0
12,0,123031,2,12,1,6,0,0
13,1,123032,,13,1,6,98,0
12,0,123032,2,12,1,6,0,0
13,0,123032,8,13,1,6,98,0
12,1,123033,,12,1,6,0,0
37,0,123033,8,37,1,6,0,0
12,1,123034,,12,1,6,0,1
12,0,123035,,12,1,6,0,0
12,0,123035,,12,1,6,0,0
12,0,123035,2,12,1,1,0,1
99,0,123036,9,99,9,9,99,99
12,0,123036,,12,1,6,0,1
12,0,123036,1,12,1,6,0,0
47,1,123038,,12,1,1,0,2
12,1,123038,,12,1,6,0,0
12,0,123038,,12,1,6,0,0
12,1,123039,,12,1,6,0,1
12,0,123040,,12,1,6,0,0
12,0,123041,,12,7,6,0,0
12,0,123042,,12,1,6,0,0
12,1,123043,,12,1,6,0,0
12,1,123044,,12,1,6,0,0
12,0,123044,,12,1,6,0,0
12,1,123045,,12,1,6,0,0
12,1,123047,,12,0,0,0,0
12,1,123048,,12,1,6,0,0
12,0,123048,,12,1,6,0,0
12,1,123049,,12,1,6,0,0
12,1,123050,,12,1,6,0,0
12,0,123051,1,12,1,1,0,0
13,1,123051,1,13,1,1,98,3
12,0,123052,,12,1,6,0,0
12,1,123052,,12,1,6,0,0
12,1,123053,,12,1,6,0,0
12,0,123054,,12,1,6,0,0
12,0,123055,,12,1,6,0,0
12,2,123055,,12,1,6,0,0
12,0,123056,,12,1,6,0,1
12,0,123057,,12,1,6,0,1
12,0,123058,,12,1,6,0,0
12,0,123059,2,12,1,6,0,0
12,1,123060,,12,1,1,1,0
12,0,123061,1,12,1,6,0,0
12,0,123062,,12,1,6,0,0
18,1,123062,,12,7,1,0,1
92,1,123063,,23,1,6,2,1
12,0,123063,,12,1,6,1,1
12,1,123064,,12,1,6,0,0
12,0,123064,,12,1,6,0,1
12,0,123064,2,12,1,6,0,0
12,1,123065,,12,0,0,0,0
12,0,123065,,12,1,6,0,0
12,1,123066,,12,1,1,0,1
12,0,123066,1,12,1,6,0,0
12,0,123066,,12,1,6,0,1
12,1,123067,,12,1,6,0,0
12,0,123067,8,12,1,6,0,0
99,0,123068,9,99,9,9,99,99
12,1,123068,9,12,1,6,0,0
99,0,123068,9,99,9,9,99,99
92,1,123070,9,12,1,1,0,0
12,0,123071,,12,1,6,0,0
12,0,123072,,12,1,6,0,0
12,0,123073,,12,1,6,0,0
12,1,123073,1,12,1,6,0,0
12,1,123074,,12,1,6,0,0
12,0,123075,,12,1,6,0,0
12,1,123075,,12,1,6,0,0
12,1,123077,,12,1,6,0,0
55,1,123078,,12,1,6,0,0
12,1,123079,,12,1,6,0,0
12,0,123079,,12,1,6,0,0
12,0,123079,1,12,1,6,0,0
12,1,123080,1,12,1,6,0,0
12,0,123081,,12,1,6,0,0
12,1,123082,,12,1,6,0,0
12,0,123082,2,12,1,6,0,0
12,0,123082,,12,1,6,0,0
12,0,123083,,12,1,6,0,0
12,1,123083,,99,9,9,99,99
1,0,123084,,1,1,6,0,0
12,1,123084,,12,1,6,0,0
12,1,123085,,12,1,6,0,0
12,0,123086,,12,1,6,0,0
12,1,123086,1,12,1,6,0,0
12,0,123087,,12,1,6,0,0
12,1,123088,,12,1,1,0,0
18,0,123088,,18,1,6,0,0
12,0,123089,1,12,1,6,0,0
12,1,123089,,12,1,1,0,2
12,0,123090,,12,1,1,0,1
12,1,123090,,12,1,6,0,0
12,0,123091,1,12,1,6,0,0
12,1,123092,,12,1,6,0,0
12,0,123094,,12,1,6,0,0
12,1,123094,,12,1,6,0,0
12,1,123095,,12,1,6,0,0
12,0,123095,8,12,1,6,0,0
12,1,123096,,12,1,6,0,0
12,0,123096,,12,1,6,0,0
92,1,123097,9,12,0,0,0,0
12,0,123098,2,12,1,6,0,0
12,0,123099,,12,1,6,0,0
12,1,123100,,12,1,6,0,0
12,0,123100,2,12,7,6,0,0
45,0,123100,,45,1,6,0,0
12,1,123101,,12,1,1,0,0
12,0,123101,,12,1,6,0,0
12,0,123102,8,18,1,6,0,0
12,1,123103,1,12,1,6,0,0
12,1,123104,,12,0,0,0,0
12,0,123104,1,37,1,6,0,1
12,0,123104,,12,1,6,0,0
12,0,123105,2,12,1,6,0,0
12,0,123105,,12,1,6,0,0
26,1,123106,,12,1,6,0,0
12,0,123106,1,12,1,6,0,0
12,0,123107,,12,1,6,1,0
12,0,123108,,12,1,6,0,0
12,0,123109,1,12,1,1,0,1
12,0,123110,,12,1,6,0,0
12,1,123110,,12,1,6,0,0
12,0,123111,2,12,1,6,0,2
12,1,123111,,12,1,6,0,0
92,1,123112,,12,1,6,0,1
99,0,123113,9,99,9,9,99,99
99,0,123113,9,99,9,9,99,99
99,0,123113,9,99,9,9,99,99
12,0,123113,6,12,1,6,0,0
12,1,123114,,12,1,6,0,1
12,1,123115,,12,1,1,1,1
12,1,123116,,12,0,0,0,0
12,1,123117,1,12,1,6,0,1
12,0,123118,2,12,1,6,0,0
12,1,123119,,12,1,6,0,0
12,0,123119,,12,1,6,0,0
12,1,123120,,12,1,6,1,1
45,0,123120,2,12,1,6,0,0
12,0,123121,,12,1,6,0,0
12,0,123122,2,12,1,6,0,0
12,1,123122,1,12,1,6,0,0
12,0,123123,,12,1,6,0,0
12,1,123123,,12,1,6,0,0
12,0,123123,2,12,1,6,0,1
12,0,123124,,12,1,6,1,0
12,1,123124,,12,1,6,0,0
12,1,123125,,12,1,6,0,0
12,1,123126,,12,7,6,0,0
12,0,123126,9,12,1,6,0,0
12,0,123127,1,12,1,6,0,0
12,1,123127,,12,1,6,0,0
33,1,123128,2,12,1,6,1,2
12,2,123129,,99,9,9,99,99
21,0,123129,,12,1,6,0,0
12,0,123129,,12,1,6,1,1
12,0,123130,,12,1,6,0,0
92,1,123131,,12,0,0,0,0
12,0,123132,,12,1,6,0,0
12,1,123132,,12,1,6,0,0
12,1,123133,,12,0,0,0,0
47,0,123133,2,47,1,6,0,0
12,0,123134,,12,1,6,0,0
12,0,123134,,12,1,6,0,0
12,1,123135,,12,1,6,0,0
12,0,123136,7,12,1,6,0,1
12,1,123136,,12,1,6,0,0
12,0,123136,,12,1,6,0,1
12,0,123139,,12,1,6,0,1
12,1,123140,,12,1,6,0,0
12,0,123140,,12,1,6,0,0
12,0,123140,,12,1,6,0,0
12,0,123141,1,99,9,9,99,99
12,0,123142,,12,1,6,1,3
12,1,123142,2,12,0,0,0,0
12,0,123143,,12,0,0,0,0
12,1,123143,,12,0,0,0,0
92,0,123144,,12,0,0,0,0
12,1,123145,,6,1,6,0,0
12,0,123145,8,12,1,6,0,0
12,1,123146,9,12,1,1,4,1
12,0,123146,,12,1,6,0,0
12,1,123147,,12,0,0,0,0
12,0,123148,,12,1,6,0,1
99,0,123149,9,99,9,9,99,99
12,1,123150,,12,9,9,99,99
12,1,123151,8,12,1,6,0,0
12,0,123154,1,12,0,0,0,0
12,0,123154,,12,1,6,0,0
12,0,123154,,12,1,6,0,0
12,1,123154,,12,1,6,0,1
12,0,123155,8,12,1,6,1,2
12,1,123156,,12,1,6,0,0
12,0,123156,,12,0,0,0,0
0,1,123157,,12,0,0,0,0
12,0,123158,,12,1,6,0,0
13,1,130016,1,13,1,6,98,0
13,2,130017,,13,1,6,98,0
13,1,130018,2,13,1,6,98,1
13,1,130019,,13,1,6,98,0
13,1,130020,2,13,1,6,98,0
13,1,130021,2,13,1,6,98,1
13,0,130021,8,13,1,6,98,0
13,1,130022,,13,1,6,98,0
13,1,130023,1,13,1,6,98,0
13,0,130023,,13,1,6,98,0
13,0,130024,9,13,1,6,98,0
13,1,130024,,13,1,6,98,0
13,1,130025,,13,1,6,98,0
13,0,130025,2,13,2,6,98,0
13,1,130026,,13,1,6,98,0
13,2,130027,,13,1,6,98,0
13,0,130027,9,13,1,6,98,0
13,1,130028,,13,1,6,98,0
13,1,130029,,13,2,6,98,0
13,0,130029,,13,1,6,98,2
13,1,130030,,13,1,6,98,0
13,0,130030,2,13,1,6,98,0
13,2,130031,2,13,1,6,98,1
13,0,130031,4,13,1,6,98,0
13,0,130032,,13,1,6,98,0
13,1,130032,,48,1,6,0,1
13,1,130033,2,13,1,6,98,0
13,1,130034,1,13,1,6,98,0
13,1,130035,,13,1,6,98,0
92,1,130036,,13,1,2,98,0
13,0,130037,1,13,1,6,98,1
13,1,130037,,13,1,6,98,0
13,1,130038,2,13,1,6,98,1
13,0,130039,,13,1,6,98,1
13,1,130039,,13,2,6,98,0
13,1,130040,,13,0,0,98,0
13,1,130041,,13,1,6,98,0
92,1,130042,,13,1,6,98,0
13,0,130042,2,13,1,6,98,0
13,0,130042,2,13,1,6,98,0
13,0,130042,2,13,1,6,98,0
13,1,130043,,13,1,2,98,0
13,0,130044,,13,1,6,98,0
99,0,130044,9,99,9,9,99,99
13,1,130045,1,13,1,6,98,0
13,0,130045,1,13,1,6,98,0
13,0,130045,,13,1,6,98,0
13,1,130046,,13,1,6,98,0
13,0,130046,,13,1,6,98,0
13,0,130047,,13,1,6,98,0
13,1,130047,,13,1,6,98,2
13,1,130048,,13,7,6,98,0
13,1,130049,,13,1,6,98,0
92,1,130050,9,13,1,6,98,0
13,0,130051,,13,1,6,98,0
13,1,130052,,13,1,6,98,0
13,0,130052,1,13,1,6,98,0
13,0,130052,8,22,1,6,0,1
13,1,130053,,13,1,6,98,0
13,0,130053,1,13,1,6,98,0
13,1,130054,1,13,1,1,98,1
13,0,130054,1,13,1,6,98,0
13,0,130055,,13,1,6,98,1
13,1,130055,,13,1,6,98,0
26,0,130056,8,13,1,6,98,0
13,1,130056,,13,1,6,98,0
13,0,130057,,13,1,6,98,0
13,1,130057,1,1,1,6,0,0
13,1,130058,,13,1,2,98,0
13,1,130059,,13,1,6,98,0
13,1,130060,,13,1,6,98,1
13,2,130061,,13,1,6,98,0
13,0,130061,,13,1,6,98,0
8,1,130062,8,8,1,6,0,0
13,1,130063,,13,1,6,98,0
13,1,130064,2,13,1,6,98,0
99,0,130064,8,48,1,6,0,0
51,1,130065,,51,1,6,0,0
34,0,130065,8,37,1,6,0,1
13,1,130066,1,13,1,6,98,0
13,0,130066,2,13,2,6,98,0
13,1,130067,1,13,1,6,98,0
13,0,130067,7,13,1,6,98,0
93,0,130068,8,13,1,6,98,2
13,1,130069,,13,1,6,98,0
13,1,130070,,13,1,6,98,0
13,0,130070,2,13,1,6,98,0
13,0,130071,,13,1,6,98,1
13,1,130071,,13,1,6,98,0
92,1,130072,,13,1,6,98,0
13,0,130072,2,13,1,6,98,0
13,0,130073,,13,1,6,98,0
13,0,130074,,13,2,6,98,0
13,1,130074,,13,1,6,98,0
13,0,130074,,13,1,6,98,0
13,0,130074,4,13,1,6,98,1
13,0,130075,,13,1,6,98,0
13,1,130075,,13,1,6,98,0
45,0,130075,8,45,1,6,0,1
13,0,130076,8,13,1,6,98,0
13,1,130076,,13,1,6,98,0
13,1,130077,1,13,1,6,98,0
13,1,130078,2,13,0,0,98,0
13,1,130079,,13,1,6,98,0
13,0,130080,,13,1,6,98,0
13,0,130081,,13,1,2,98,1
13,1,130081,,13,1,6,98,0
13,1,130082,,13,2,6,98,0
13,0,130082,,13,1,6,98,0
13,1,130083,,13,1,4,98,0
13,1,130084,,13,0,0,98,0
1,1,130085,,1,1,6,0,0
13,1,130086,,13,1,6,98,0
13,0,130086,,13,1,6,98,1
13,1,130087,2,13,1,1,98,0
13,1,130088,,13,1,6,98,0
13,1,130089,,13,1,1,98,0
93,0,130090,8,1,1,6,0,1
13,1,130090,2,13,1,6,98,0
93,0,130091,8,13,1,6,98,1
13,1,130091,2,13,1,6,98,1
13,1,130092,,13,1,1,98,1
92,0,130093,,13,1,6,98,0
13,1,130093,,47,1,6,0,0
13,0,130093,,13,1,6,98,1
13,1,130094,,13,1,6,98,0
92,0,130094,1,13,1,1,98,1
92,0,130094,8,13,1,6,98,5
13,1,130095,,13,1,6,98,0
13,1,130096,,13,1,1,98,0
13,0,130096,2,13,1,6,98,2
13,1,130097,,13,1,6,98,0
13,1,130098,,13,1,6,98,0
92,0,130099,,13,1,6,98,0
13,1,130099,,13,1,6,98,0
13,0,130099,,13,1,6,98,0
13,0,130099,,13,0,0,98,0
13,0,130099,,37,1,1,0,0
13,0,130099,1,13,1,6,98,0
13,2,130100,,13,1,6,98,0
13,1,130101,,13,1,6,98,1
13,1,130102,,13,1,6,98,1
92,0,130102,,45,1,1,0,0
1,1,130103,2,1,1,6,0,0
13,1,130104,,13,1,6,98,0
13,1,130105,,13,1,6,98,0
13,0,130105,2,13,0,0,98,0
13,1,130106,,13,1,6,98,0
37,0,130107,7,13,1,6,98,0
13,1,130108,,13,1,6,98,0
13,1,130109,,13,2,6,98,0
13,1,130110,1,13,1,6,98,1
13,0,130110,1,13,1,6,98,0
13,1,130111,,13,1,6,98,0
13,1,130112,1,13,1,6,98,0
13,0,130112,2,13,1,6,98,1
13,0,130113,,13,2,6,98,0
12,1,130114,,12,1,6,0,0
13,0,130115,,13,1,6,98,0
13,1,130116,,13,1,6,98,0
13,0,130116,2,13,1,6,98,0
13,1,130117,1,13,1,6,98,0
13,0,130117,,13,1,1,98,0
13,1,130118,,97,9,9,99,99
37,1,130119,,37,1,6,0,0
13,1,130120,,13,1,6,98,1
13,0,130121,,13,1,6,98,0
13,0,130121,,13,1,6,98,0
13,0,130121,,13,1,6,98,0
13,0,130122,,13,1,6,98,0
13,1,130122,,13,1,6,98,0
47,0,130123,6,13,1,6,98,0
13,1,130124,2,13,1,6,98,0
13,1,130125,,13,1,6,98,1
13,1,130126,,13,1,2,98,1
13,0,130126,,13,1,6,98,0
13,0,130126,,13,1,6,98,0
13,0,130127,2,13,1,6,98,0
45,1,130128,2,99,9,9,99,99
13,1,130129,1,13,1,6,98,0
13,1,130130,2,13,1,4,98,0
4,0,130131,5,13,1,1,98,1
99,1,130131,,13,0,0,98,0
13,0,130132,,13,2,6,98,0
13,1,130132,,13,1,6,98,1
13,0,130133,,13,1,6,98,0
13,1,130134,2,13,1,6,98,0
13,1,130135,,13,0,0,98,0
13,1,130136,2,13,1,6,98,0
13,0,130137,1,13,1,6,98,0
13,0,130137,,45,1,6,0,0
99,1,130137,,12,1,6,0,1
45,0,130138,8,45,1,6,0,2
92,1,130138,,13,1,3,98,0
99,0,130138,8,13,1,6,98,2
13,1,130139,,13,0,0,98,0
13,1,130140,,13,1,6,98,0
13,0,130141,1,13,1,6,98,1
13,1,130141,,13,1,6,98,0
13,1,130142,,13,1,6,98,0
13,1,130143,1,13,1,6,98,0
13,0,130144,,13,1,6,98,0
13,1,130144,,13,1,6,98,0
99,0,130145,8,99,9,9,99,99
13,1,130145,,13,1,6,98,0
13,0,130146,,13,1,6,98,0
13,1,130146,,13,2,6,98,0
13,0,130146,3,13,1,6,98,0
13,1,130147,,13,0,0,98,0
13,0,130147,,13,1,6,98,0
13,1,130148,1,13,1,1,98,3
47,0,130148,8,47,1,6,0,1
13,1,130149,,13,1,6,98,0
13,1,130150,,13,1,6,98,0
13,0,130150,3,13,1,6,98,0
13,1,130151,,13,2,6,98,0
13,1,130152,,13,1,6,98,0
13,0,130152,8,13,1,6,98,2
13,1,130153,,13,1,6,98,0
13,0,130153,,13,1,6,98,0
13,1,130154,,13,1,6,98,0
92,1,130155,,13,1,6,98,1
13,2,130156,,13,1,6,98,1
13,1,130157,1,13,1,6,98,0
13,0,130158,,13,1,6,98,0
22,0,130159,,22,1,6,0,0
13,0,130160,,13,0,0,98,0
36,0,130160,,13,1,6,98,0
13,1,130160,1,13,1,6,98,0
92,1,130161,,13,2,6,98,0
13,0,130162,1,13,1,1,98,0
13,1,130162,,13,2,6,98,0
13,1,130163,,13,1,6,98,0
13,0,130163,,13,1,6,98,0
13,1,130164,,13,1,6,98,1
13,1,130165,,99,9,9,99,99
99,0,130166,9,99,9,9,99,99
13,0,130166,1,13,1,6,98,1
13,1,130167,,13,1,6,98,0
13,0,130167,2,13,1,6,98,0
92,1,130168,,13,1,6,98,1
13,2,130169,,13,1,6,98,0
13,0,130169,1,13,1,6,98,0
13,1,130170,,13,1,6,98,1
13,1,130170,,13,1,6,98,0
13,1,130171,,13,1,6,98,1
13,0,130171,8,13,1,6,98,0
13,1,130172,,13,1,6,98,0
13,1,130172,,13,1,6,98,0
13,0,130172,1,13,1,6,98,0
13,1,130173,1,13,7,6,98,0
13,0,130174,,13,1,6,98,0
13,1,130174,,13,1,6,98,0
13,0,130175,,13,0,0,98,0
13,1,130175,,13,1,6,98,0
92,2,130176,,13,1,6,98,2
13,0,130176,,13,1,6,98,0
13,2,130177,,13,7,6,98,0
13,0,130177,2,13,1,6,98,0
13,1,130178,1,13,0,0,98,1
13,1,130179,1,13,1,6,98,1
13,0,130179,2,13,1,6,98,0
13,1,130180,,13,1,6,98,0
13,0,130181,,48,1,6,0,0
13,1,130181,,13,1,6,98,0
13,1,130182,,13,1,6,98,0
13,1,130183,,13,0,0,98,0
13,2,130184,,13,1,6,98,0
13,0,130184,8,13,1,6,98,2
13,1,130185,,13,1,6,98,0
1,1,130186,1,99,9,9,99,99
13,0,130187,,13,0,0,98,0
13,1,130187,,13,1,6,98,0
13,1,130188,,13,0,0,98,0
13,1,130189,,13,1,6,98,0
13,0,130189,,13,1,6,98,2
13,0,130190,,13,1,1,98,0
13,1,130190,,13,1,6,98,0
12,1,130191,,13,1,1,98,0
13,1,130192,,13,1,6,98,0
13,1,130193,9,13,0,0,98,0
13,1,130194,,13,1,4,98,1
13,1,130195,,13,1,6,98,0
13,0,130195,,13,1,6,98,0
13,0,130196,2,13,0,0,98,0
47,0,130198,8,47,1,6,0,0
13,1,130198,,13,1,6,98,0
13,0,130198,8,13,1,6,98,0
13,1,130199,1,13,1,6,98,0
13,1,130200,,13,1,6,98,0
13,1,130201,1,13,1,6,98,0
13,0,130202,,13,1,6,98,0
13,1,130203,,13,1,6,98,0
13,0,130203,,37,1,6,0,0
13,1,130204,,13,1,6,98,0
13,0,130204,1,13,1,6,98,0
13,0,130204,,13,1,6,98,1
13,1,130205,,13,1,6,98,2
12,0,130205,8,12,1,6,0,0
12,0,130205,,12,1,6,0,0
45,0,130206,,45,1,6,0,0
13,1,130207,,13,1,6,98,0
13,0,130208,,13,1,1,98,1
13,1,130208,2,13,1,6,98,0
13,0,130208,,13,1,6,98,0
48,1,130209,1,48,1,6,0,0
48,0,130209,8,48,1,6,0,0
13,1,130210,,13,1,6,98,0
13,2,130211,1,13,1,1,98,0
13,0,130212,,13,1,6,98,0
13,1,130212,,13,1,6,98,0
13,1,130213,,13,1,6,98,0
13,0,130213,1,13,1,6,98,0
13,0,130213,,13,1,6,98,0
13,1,130214,,13,1,6,98,1
13,1,130215,2,13,0,0,98,0
13,0,130215,7,13,1,6,98,0
13,0,130215,6,13,1,6,98,0
13,1,130216,8,13,1,3,98,0
13,1,130217,2,13,1,6,98,0
13,1,130218,2,13,0,0,98,0
13,1,130219,,13,1,6,98,0
48,1,130220,,48,1,6,0,0
13,0,130221,2,13,1,6,98,0
13,1,130221,,13,1,6,98,0
13,1,130222,2,13,1,6,98,2
13,1,130223,,13,1,3,98,0
13,1,130223,1,13,1,6,98,0
13,1,130224,8,13,1,6,98,0
13,0,130225,1,13,1,6,98,0
13,1,130226,,13,1,6,98,0
13,1,130227,,13,1,6,98,0
55,0,130228,8,55,1,6,0,0
13,1,130228,8,13,1,6,98,0
13,1,130229,,13,1,6,98,0
13,0,130229,,13,1,6,98,0
13,0,130230,1,13,1,6,98,0
13,1,130230,,99,9,9,99,99
13,1,130231,,13,1,6,98,0
13,1,130232,,13,1,6,98,0
13,1,130233,,13,1,6,98,0
0,0,130233,9,13,1,6,98,2
13,1,130234,1,13,1,6,98,0
13,0,130235,,13,1,6,98,0
13,1,130235,1,13,1,6,98,0
99,0,130236,9,99,9,9,99,99
13,0,130236,,13,1,6,98,0
13,0,130236,2,13,1,6,98,6
92,1,130237,1,99,9,9,99,99
13,1,130238,,13,0,0,98,0
13,0,130239,1,13,1,6,98,0
13,0,130240,,13,1,6,98,0
13,0,130240,2,13,1,6,98,0
92,1,130240,,13,1,6,98,0
13,1,130241,1,13,1,6,98,0
13,1,130242,,13,1,6,98,0
13,0,130242,1,13,1,6,98,0
13,2,130243,,13,1,6,98,0
13,0,130243,,13,1,6,98,0
13,1,130244,,13,1,6,98,0
13,1,130244,,13,1,6,98,0
13,1,130245,,13,1,1,98,2
13,0,130245,3,13,1,6,98,0
92,0,130246,,13,2,6,98,0
13,1,130246,,13,1,6,98,0
13,1,130247,,13,1,6,98,0
13,1,130248,1,13,1,6,98,0
13,0,130248,8,13,1,6,98,0
13,0,130248,2,13,1,6,98,0
13,0,130248,,13,7,6,98,0
13,0,130249,2,13,1,6,98,1
99,1,130250,,13,1,6,98,0
93,0,130250,8,45,1,6,0,0
92,1,130251,2,13,1,6,98,0
13,1,130252,,13,1,1,98,0
13,0,130252,2,13,1,6,98,0
13,1,130253,9,13,1,6,98,1
13,1,130254,,13,1,6,98,0
13,1,130255,,13,1,6,98,0
13,0,130255,8,13,1,6,98,0
92,2,130256,2,47,1,6,0,0
13,1,130257,1,13,1,1,98,1
13,2,130258,,13,1,6,98,0
13,0,130259,,13,1,6,98,1
13,0,130260,8,13,1,6,98,0
13,0,130261,,13,1,6,98,0
13,2,130261,1,13,1,6,98,0
13,2,130261,,13,1,6,98,0
13,0,130261,,13,1,6,98,0
13,0,130261,,13,1,6,98,0
13,0,130261,1,13,1,6,98,0
13,0,130261,,13,1,6,98,0
13,0,130261,,13,1,6,98,0
13,0,130261,,13,1,6,98,0
13,1,130262,1,13,1,6,98,0
13,1,130263,,13,1,6,98,0
13,1,130264,,13,1,6,98,0
13,0,130264,,13,1,6,98,0
13,1,130265,1,13,1,6,98,0
13,1,130266,,13,1,6,98,1
13,0,130266,,13,1,6,98,0
13,0,130267,1,13,1,6,98,0
13,0,130268,,13,2,6,98,0
13,2,130269,,13,1,6,98,0
13,0,130269,8,13,1,6,98,0
12,1,130270,2,12,1,6,0,1
13,0,130271,1,13,1,6,98,0
13,0,130272,,13,1,6,98,0
10,1,130272,,10,1,6,0,0
13,0,130273,,13,2,6,98,0
13,1,130273,,13,1,6,98,0
13,1,130274,,13,1,6,98,0
13,1,130275,,13,1,6,98,0
13,0,130275,,13,1,6,98,0
13,1,130276,8,13,1,6,98,0
13,0,130276,,13,1,6,98,0
13,1,130277,2,13,1,6,98,0
13,0,130277,2,13,1,6,98,0
13,1,130278,,13,1,6,98,1
13,1,130279,,13,1,6,98,0
13,0,130280,1,13,2,6,98,0
13,1,130281,,13,1,6,98,0
13,0,130281,,13,1,6,98,0
13,1,130282,,13,1,6,98,0
1,0,130282,,1,1,6,0,0
13,1,130283,,13,1,6,98,0
13,0,130283,4,13,1,6,98,0
13,0,130284,5,13,1,6,98,0
13,1,130284,,13,1,6,98,0
13,1,130285,2,13,1,6,98,2
13,0,130285,5,13,1,6,98,0
13,0,130285,,13,1,6,98,0
13,0,130286,,13,1,1,98,0
45,1,130286,3,13,1,6,98,0
13,0,130287,2,13,1,6,98,0
12,0,130288,1,12,1,6,0,0
13,1,130289,,13,1,6,98,0
47,0,130289,,47,1,6,0,0
13,1,130290,1,13,1,6,98,0
13,1,130291,,13,1,6,98,0
13,0,130292,,13,1,6,98,0
13,1,130292,,13,1,6,98,0
13,1,130293,,13,1,6,98,0
13,1,130294,,13,1,6,98,0
13,0,130295,,13,1,6,98,1
13,1,130296,,13,1,6,98,0
48,1,130297,,48,1,6,0,0
13,1,130298,,13,1,6,98,0
13,1,130299,,13,1,6,98,0
13,0,130300,2,13,1,6,98,0
51,1,130300,,13,1,6,98,1
13,0,130301,,13,1,6,98,0
36,1,130301,,36,1,6,0,0
13,1,130302,,13,0,0,98,1
13,1,130303,1,13,2,6,98,0
13,1,130304,,13,7,6,98,0
18,0,130304,8,13,1,6,98,1
45,1,130305,1,45,1,6,0,0
97,0,130305,8,95,9,9,99,99
13,1,130306,,13,0,0,98,0
13,0,130306,4,13,1,6,98,1
13,1,130307,,13,1,6,98,0
13,0,130307,,13,1,6,98,0
13,0,130307,,13,1,6,98,0
13,1,130308,,13,1,6,98,0
13,0,130309,,13,1,6,98,0
13,1,130309,2,13,1,6,98,0
17,1,130310,1,13,1,6,98,0
45,0,130310,8,45,1,6,0,0
13,0,130311,,13,0,0,98,0
13,1,130311,2,13,1,6,98,0
13,1,130312,1,13,1,6,98,0
13,0,130312,,13,1,1,98,1
13,0,130312,,13,1,6,98,0
13,2,130313,,13,1,6,98,2
99,1,130314,9,99,9,9,99,99
13,1,130315,,13,2,6,98,0
92,1,130316,,13,1,1,98,0
42,1,130317,,13,1,1,98,2
92,1,130318,,13,1,6,98,1
13,0,130318,,13,1,6,98,0
13,1,130319,,13,1,6,98,0
13,0,130319,2,13,1,6,98,0
92,0,130319,,13,1,6,98,0
92,1,130320,,13,0,0,98,0
13,0,130321,2,13,2,6,98,0
