VIN,VIN_1,VIN_2,VIN_3,VIN_4,VIN_5,VIN_6,VIN_7,VIN_8,VIN_9,VIN_10,VIN_11,VIN_12,STATE,VEH_NO,OCUPANTS,MAKE,MODEL,BODY_TYP,REG_STAT,OWNER,ROLLOVER,J_KNIFE,TRAV_SP,HAZ_CARG,TOW_VEH,V_CONFIG,AXLES,CARGO_BT,SPEC_USE,EMER_USE,IMPACT1,IMPACT2,UNDERIDE,DEFORMED,IMPACTS,TOWAWAY,FIRE_EXP,VEH_CF1,VEH_CF2,VEH_MAN,AVOID,M_HARM,DEATHS,SEQ1,SEQ2,SEQ3,SEQ4,SEQ5,SEQ6,VIN_LNGT,BUS_USE,GVWR,UNITTYPE,ST_CASE,MAK_MOD,MOD_YEAR,VINA_MOD,SER_TR,VIN_BT,MCARR_ID,FLDCD_TR,WHLBS_SH,WHLBS_LG,MCYCL_DS,VIN_WGT,WGTCD_TR,DR_PRES,DR_DRINK,L_STATE,L_TYPE,L_STATUS,CDL_STAT,L_ENDORS,L_COMPL,L_RESTRI,VIOLCHG1,VIOLCHG2,VIOLCHG3,PREV_ACC,PREV_SUS,PREV_DWI,PREV_SPD,PREV_OTH,LAST_MO,FIRST_MO,DR_CF1,DR_CF2,DR_CF3,DR_CF4,DR_WGT,DR_HGT,LAST_YR,FIRST_YR,DR_ZIP,MONTH,HARM_EV,MAN_COLL,HIT_RUN,VE_FORMS
1HGCB7664MA0,1,H,G,C,B,7,6,6,4,M,A,0,1.0000,3.0000,0.0000,37.0000,32.0000,4.0000,1.0000,6.0000,0.0000,0.0000,99.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,6.0000,2.0000,9.0000,0.0000,5.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,2.0000,10013.0000,37032.0000,1991.0000,AER,***,4D,00000000000,*,1071.0000,0.0000,,2923.0000,,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,1.0000,12.0000,1.0000,0.0000,2.0000
4V4ND4RJ8YN7,4,V,4,N,D,4,R,J,8,Y,N,7,1.0000,1.0000,0.0000,51.0000,884.0000,66.0000,98.0000,6.0000,0.0000,0.0000,99.0000,0.0000,1.0000,6.0000,5.0000,1.0000,0.0000,0.0000,6.0000,6.0000,0.0000,4.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,3.0000,2.0000,10215.0000,51884.0000,2000.0000,VVN,VVN,DS,57456011,D,9999.0000,9999.0000,,,8.0000,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,3.0000,55.0000,1.0000,0.0000,1.0000
1FVACWDC95HV,1,F,V,A,C,W,D,C,9,5,H,V,1.0000,2.0000,0.0000,82.0000,898.0000,61.0000,1.0000,3.0000,0.0000,0.0000,99.0000,0.0000,0.0000,1.0000,2.0000,1.0000,0.0000,0.0000,6.0000,6.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,2.0000,4.0000,10308.0000,82898.0000,2005.0000,16M,FM2,CC,57263096,D,9999.0000,9999.0000,,,6.0000,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,4.0000,45.0000,1.0000,0.0000,1.0000
JN1HS36P1KW0,J,N,1,H,S,3,6,P,1,K,W,0,1.0000,2.0000,0.0000,35.0000,32.0000,2.0000,1.0000,6.0000,0.0000,0.0000,99.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,10.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,14.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,10415.0000,35032.0000,1989.0000,24S,***,2H,00000000000,*,974.0000,0.0000,,2690.0000,,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,6.0000,14.0000,5.0000,0.0000,1.0000
1G1LT53T9PY2,1,G,1,L,T,5,3,T,9,P,Y,2,1.0000,3.0000,0.0000,20.0000,19.0000,4.0000,1.0000,6.0000,0.0000,0.0000,99.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,14.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,10415.0000,20019.0000,1993.0000,COL,***,4D,00000000000,*,1034.0000,0.0000,,2763.0000,,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,6.0000,14.0000,5.0000,0.0000,1.0000
2GCEC19K5K12,2,G,C,E,C,1,9,K,5,K,1,2,1.0000,4.0000,0.0000,20.0000,471.0000,30.0000,1.0000,6.0000,0.0000,0.0000,99.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,2.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,14.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,10415.0000,20471.0000,1989.0000,GC1,GM4,PC,00000000000,G,1415.0000,1555.0000,,,2.0000,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,6.0000,14.0000,5.0000,0.0000,1.0000
1HGCB7652MA1,1,H,G,C,B,7,6,5,2,M,A,1,1.0000,5.0000,0.0000,37.0000,32.0000,4.0000,1.0000,6.0000,0.0000,0.0000,99.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.0000,11.0000,0.0000,2.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,14.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,10415.0000,37032.0000,1991.0000,ALE,***,4D,00000000000,*,1071.0000,0.0000,,2504.0000,,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,6.0000,14.0000,5.0000,0.0000,1.0000
1HGCM72545A0,1,H,G,C,M,7,2,5,4,5,A,0,1.0000,3.0000,1.0000,37.0000,32.0000,4.0000,1.0000,6.0000,0.0000,0.0000,99.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,9.0000,0.0000,6.0000,2.0000,9.0000,0.0000,18.0000,0.0000,99.0000,8.0000,12.0000,1.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,10476.0000,37032.0000,2005.0000,ULX,***,CP,00000000000,*,1051.0000,0.0000,,3102.0000,,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,6.0000,12.0000,3.0000,0.0000,2.0000
2GCEK13T5513,2,G,C,E,K,1,3,T,5,5,1,3,1.0000,3.0000,0.0000,20.0000,481.0000,31.0000,92.0000,6.0000,0.0000,0.0000,99.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.0000,12.0000,0.0000,2.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,10482.0000,20481.0000,2005.0000,SK1,SIL,CW,00000000000,G,1435.0000,0.0000,,,2.0000,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,6.0000,12.0000,5.0000,0.0000,2.0000
2GCEK13T5414,2,G,C,E,K,1,3,T,5,4,1,4,1.0000,4.0000,0.0000,20.0000,481.0000,31.0000,92.0000,6.0000,0.0000,0.0000,99.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.0000,12.0000,0.0000,2.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,10482.0000,20481.0000,2004.0000,SK1,SIL,CW,00000000000,G,1435.0000,0.0000,,,2.0000,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,6.0000,12.0000,5.0000,0.0000,2.0000
1GCEC19T74Z2,1,G,C,E,C,1,9,T,7,4,Z,2,1.0000,5.0000,0.0000,20.0000,481.0000,31.0000,92.0000,6.0000,0.0000,0.0000,99.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,2.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,10482.0000,20481.0000,2004.0000,SC1,SIL,4C,00000000000,G,1435.0000,1575.0000,,,2.0000,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,6.0000,12.0000,5.0000,0.0000,2.0000
2GCEK13T5611,2,G,C,E,K,1,3,T,5,6,1,1,1.0000,6.0000,0.0000,20.0000,481.0000,31.0000,92.0000,6.0000,0.0000,0.0000,99.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.0000,12.0000,0.0000,2.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,10482.0000,20481.0000,2006.0000,SK1,SIL,CW,00000000000,G,1435.0000,0.0000,,,2.0000,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,6.0000,12.0000,5.0000,0.0000,2.0000
1XP5DB9X8XD4,1,X,P,5,D,B,9,X,8,X,D,4,1.0000,2.0000,0.0000,87.0000,881.0000,66.0000,1.0000,6.0000,0.0000,0.0000,99.0000,0.0000,1.0000,6.0000,5.0000,3.0000,0.0000,0.0000,6.0000,6.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,3.0000,3.0000,10510.0000,87881.0000,1999.0000,379,CON,DS,571046581,D,9999.0000,9999.0000,,,8.0000,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,7.0000,14.0000,1.0000,0.0000,1.0000
2GCEC19TX214,2,G,C,E,C,1,9,T,X,2,1,4,1.0000,2.0000,0.0000,20.0000,481.0000,31.0000,1.0000,6.0000,0.0000,0.0000,99.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.0000,13.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,10574.0000,20481.0000,2002.0000,SC1,SIL,4C,00000000000,G,1435.0000,1575.0000,,,2.0000,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,7.0000,42.0000,0.0000,0.0000,1.0000
JHMAN3520FC0,J,H,M,A,N,3,5,2,0,F,C,0,1.0000,2.0000,0.0000,37.0000,31.0000,4.0000,1.0000,6.0000,0.0000,0.0000,99.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,7.0000,0.0000,9.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,10584.0000,37031.0000,1985.0000,C5D,***,SW,00000000000,*,965.0000,0.0000,,1953.0000,,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,8.0000,53.0000,0.0000,0.0000,1.0000
1HTSCABN3XH6,1,H,T,S,C,A,B,N,3,X,H,6,1.0000,2.0000,0.0000,84.0000,898.0000,63.0000,1.0000,3.0000,0.0000,0.0000,99.0000,0.0000,0.0000,2.0000,3.0000,2.0000,0.0000,0.0000,6.0000,6.0000,0.0000,4.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,3.0000,4.0000,10664.0000,84898.0000,1999.0000,470,40S,CC,571508272,D,1280.0000,2540.0000,,,7.0000,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,9.0000,8.0000,0.0000,0.0000,1.0000
1FTDF1722VND,1,F,T,D,F,1,7,2,2,V,N,D,1.0000,2.0000,0.0000,12.0000,481.0000,31.0000,1.0000,6.0000,0.0000,0.0000,99.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,10695.0000,12481.0000,1997.0000,F15,COF,PK,00000000000,G,1200.0000,1390.0000,,,1.0000,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,9.0000,14.0000,9.0000,0.0000,1.0000
CCD147A14960,C,C,D,1,4,7,A,1,4,9,6,0,1.0000,2.0000,0.0000,20.0000,481.0000,31.0000,1.0000,6.0000,0.0000,0.0000,99.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,5.0000,0.0000,9.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,13.0000,0.0000,0.0000,3.0000,10872.0000,20481.0000,1977.0000,C10,C10,PK,00000000000,G,1065.0000,1315.0000,,,1.0000,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,11.0000,1.0000,0.0000,0.0000,1.0000
1B7GL23X9SW9,1,B,7,G,L,2,3,X,9,S,W,9,1.0000,2.0000,0.0000,7.0000,472.0000,30.0000,1.0000,6.0000,0.0000,0.0000,99.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,2.0000,10891.0000,7472.0000,1995.0000,DAK,DAK,PC,00000000000,G,1309.0000,0.0000,,,1.0000,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,9.0000,14.0000,1.0000,0.0000,1.0000
1HTSHADR9YH2,1,H,T,S,H,A,D,R,9,Y,H,2,1.0000,3.0000,0.0000,84.0000,881.0000,62.0000,1.0000,6.0000,0.0000,0.0000,99.0000,0.0000,0.0000,2.0000,3.0000,4.0000,0.0000,0.0000,11.0000,11.0000,0.0000,2.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,2.0000,3.0000,10961.0000,84881.0000,2000.0000,490,40S,TM,571538135,D,1520.0000,2540.0000,,,8.0000,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,12.0000,12.0000,2.0000,0.0000,2.0000
999999999999,9,9,9,9,9,9,9,9,9,9,9,9,1.0000,2.0000,0.0000,99.0000,999.0000,99.0000,92.0000,0.0000,0.0000,0.0000,99.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,4.0000,10970.0000,99999.0000,9999.0000,999,999,99,00000000000,9,9999.0000,9999.0000,9999.0000,9999.0000,9.0000,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,12.0000,14.0000,9.0000,0.0000,1.0000
1HTMMAAM26H3,1,H,T,M,M,A,A,M,2,6,H,3,1.0000,2.0000,0.0000,84.0000,882.0000,62.0000,1.0000,6.0000,0.0000,0.0000,99.0000,0.0000,0.0000,1.0000,2.0000,3.0000,0.0000,0.0000,6.0000,6.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,2.0000,2.0000,10973.0000,84882.0000,2006.0000,430,40S,CC,57852501,D,9999.0000,9999.0000,,,6.0000,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,12.0000,55.0000,1.0000,0.0000,1.0000
1G4CW54C5K16,1,G,4,C,W,5,4,C,5,K,1,6,1.0000,3.0000,0.0000,18.0000,3.0000,4.0000,1.0000,6.0000,0.0000,0.0000,99.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.0000,9.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,14.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,2.0000,11026.0000,18003.0000,1989.0000,EPF,***,4D,00000000000,*,1108.0000,0.0000,,3241.0000,,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,3.0000,8.0000,0.0000,0.0000,2.0000
JA7LS21G3RP0,J,A,7,L,S,2,1,G,3,R,P,0,1.0000,2.0000,0.0000,52.0000,471.0000,30.0000,1.0000,6.0000,0.0000,0.0000,99.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,6.0000,2.0000,9.0000,0.0000,33.0000,18.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,2.0000,11027.0000,52471.0000,1994.0000,MAX,MAX,PK,00000000000,G,1051.0000,0.0000,,,1.0000,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,11.0000,12.0000,1.0000,0.0000,1.0000
1GRDA96244M7,1,G,R,D,A,9,6,2,4,4,M,7,1.0000,2.0000,0.0000,98.0000,881.0000,66.0000,19.0000,6.0000,0.0000,0.0000,99.0000,9.0000,0.0000,5.0000,2.0000,96.0000,0.0000,0.0000,6.0000,6.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,3.0000,3.0000,11067.0000,98881.0000,2004.0000,999,999,99,99999999999,9,9999.0000,9999.0000,9999.0000,9999.0000,9.0000,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,5.0000,14.0000,1.0000,0.0000,1.0000
2B4FP25B2XR4,2,B,4,F,P,2,5,B,2,X,R,4,4.0000,2.0000,4.0000,7.0000,442.0000,20.0000,6.0000,6.0000,0.0000,0.0000,99.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,7.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,40038.0000,7442.0000,1999.0000,CAR,***,SV,00000000000,*,1133.0000,0.0000,,3415.0000,,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,1.0000,14.0000,9.0000,0.0000,1.0000
2HGEJ6674VH5,2,H,G,E,J,6,6,7,4,V,H,5,4.0000,3.0000,3.0000,37.0000,31.0000,4.0000,6.0000,6.0000,0.0000,0.0000,99.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,1.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,40038.0000,37031.0000,1997.0000,UCL,***,4D,00000000000,*,1032.0000,0.0000,,2426.0000,,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,1.0000,14.0000,9.0000,0.0000,1.0000
1FMPU18L2XLA,1,F,M,P,U,1,8,L,2,X,L,A,4.0000,2.0000,0.0000,12.0000,422.0000,15.0000,4.0000,6.0000,0.0000,0.0000,99.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,99.0000,99.0000,0.0000,9.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,40044.0000,12422.0000,1999.0000,EPT,***,UT,00000000000,*,1191.0000,0.0000,,5177.0000,,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,1.0000,8.0000,0.0000,0.0000,1.0000
