VIN,VIN_1,VIN_2,VIN_3,VIN_4,VIN_5,VIN_6,VIN_7,VIN_8,VIN_9,VIN_10,VIN_11,VIN_12,STATE,VEH_NO,OCUPANTS,MAKE,BODY_TYP,REG_STAT,OWNER,ROLLOVER,J_KNIFE,TRAV_SP,HAZ_INV,HAZ_PLAC,HAZ_CNO,HAZ_REL,TOW_VEH,V_CONFIG,AXLES,CARGO_BT,SPEC_USE,EMER_USE,IMPACT1,IMPACT2,UNDERIDE,DEFORMED,IMPACTS,TOWAWAY,FIRE_EXP,VEH_CF1,VEH_CF2,VEH_MAN,AVOID,M_HARM,DEATHS,SEQ1,SEQ2,SEQ3,SEQ4,SEQ5,SEQ6,VIN_LNGT,BUS_USE,GVWR,UNITTYPE,MCARR_I1,ST_CASE,HAZ_ID,MAK_MOD,MOD_YEAR,VINA_MOD,SER_TR,VIN_BT,MCARR_I2,FLDCD_TR,MCARR_ID,MODEL,WHLBS_SH,WHLBS_LG,MCYCL_DS,VIN_WGT,WGTCD_TR,DR_PRES,DR_DRINK,L_STATE,L_TYPE,L_STATUS,CDL_STAT,L_ENDORS,L_COMPL,L_RESTRI,VIOLCHG1,VIOLCHG2,VIOLCHG3,PREV_ACC,PREV_SUS,PREV_DWI,PREV_SPD,PREV_OTH,LAST_MO,FIRST_MO,DR_CF1,DR_CF2,DR_CF3,DR_CF4,DR_WGT,DR_HGT,LAST_YR,FIRST_YR,DR_ZIP,MONTH,HARM_EV,MAN_COLL,HIT_RUN,VE_FORMS
1G4HP54K9441,1,G,4,H,P,5,4,K,9,4,4,1,1.0000,2.0000,0.0000,18.0000,4.0000,1.0000,6.0000,0.0000,0.0000,99.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0000,5.0000,0.0000,6.0000,3.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,8.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,10108.0000,0.0000,18002.0000,2004.0000,LCF,***,4D,000000000,*,00000000000,2.0000,1122.0000,0.0000,,3567.0000,,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,2.0000,8.0000,0.0000,0.0000,1.0000
1HGEG8547NL0,1,H,G,E,G,8,5,4,7,N,L,0,1.0000,2.0000,0.0000,37.0000,4.0000,1.0000,6.0000,0.0000,0.0000,99.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,10190.0000,0.0000,37031.0000,1992.0000,CID,***,4D,000000000,*,00000000000,31.0000,1031.0000,0.0000,,2275.0000,,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,3.0000,14.0000,9.0000,0.0000,1.0000
1GBEG25K7PF3,1,G,B,E,G,2,5,K,7,P,F,3,1.0000,2.0000,0.0000,20.0000,21.0000,1.0000,6.0000,0.0000,0.0000,99.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,9.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,10236.0000,0.0000,20461.0000,1993.0000,SV2,S/V,IC,000000000,G,00000000000,461.0000,1100.0000,1250.0000,,,2.0000,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,4.0000,34.0000,0.0000,0.0000,1.0000
2G1WL54T9P11,2,G,1,W,L,5,4,T,9,P,1,1,1.0000,2.0000,0.0000,20.0000,4.0000,1.0000,6.0000,0.0000,0.0000,99.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,1.0000,0.0000,9.0000,3.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,10239.0000,0.0000,20020.0000,1993.0000,LUM,***,4D,000000000,*,00000000000,20.0000,1075.0000,0.0000,,3169.0000,,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,4.0000,53.0000,0.0000,0.0000,1.0000
4VG7DAJH8XN7,4,V,G,7,D,A,J,H,8,X,N,7,1.0000,2.0000,1.0000,51.0000,66.0000,48.0000,6.0000,0.0000,0.0000,99.0000,1.0000,0.0000,0.0000,0.0000,1.0000,6.0000,5.0000,1.0000,0.0000,0.0000,6.0000,6.0000,0.0000,4.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,3.0000,3.0000,57.0000,10454.0000,0.0000,51881.0000,1999.0000,VVN,VVN,DS,1385961,D,571385961,881.0000,9999.0000,9999.0000,,,8.0000,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,6.0000,12.0000,1.0000,0.0000,1.0000
1FMRU176XXLA,1,F,M,R,U,1,7,6,X,X,L,A,1.0000,4.0000,0.0000,12.0000,15.0000,1.0000,6.0000,0.0000,0.0000,99.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0000,8.0000,0.0000,4.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,54.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,2.0000,0.0000,10472.0000,0.0000,12422.0000,1999.0000,EPT,***,UT,000000000,*,00000000000,422.0000,1191.0000,0.0000,,4808.0000,,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,3.0000,12.0000,2.0000,0.0000,3.0000
1FTRX17L3XNB,1,F,T,R,X,1,7,L,3,X,N,B,1.0000,5.0000,0.0000,12.0000,31.0000,1.0000,6.0000,0.0000,0.0000,99.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,6.0000,3.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,2.0000,0.0000,10472.0000,0.0000,12481.0000,1999.0000,F15,COF,4C,000000000,G,00000000000,481.0000,1385.0000,1571.0000,,,2.0000,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,3.0000,12.0000,2.0000,0.0000,3.0000
1G1AN69H8DX1,1,G,1,A,N,6,9,H,8,D,X,1,1.0000,2.0000,0.0000,20.0000,4.0000,28.0000,6.0000,0.0000,0.0000,99.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.0000,9.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,10537.0000,0.0000,20002.0000,1983.0000,CCL,***,4D,000000000,*,00000000000,2.0000,1160.0000,0.0000,,3537.0000,,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,9.0000,8.0000,0.0000,0.0000,1.0000
1XKWDR9XXYR8,1,X,K,W,D,R,9,X,X,Y,R,8,1.0000,2.0000,1.0000,85.0000,66.0000,39.0000,6.0000,0.0000,0.0000,99.0000,1.0000,0.0000,0.0000,0.0000,1.0000,6.0000,5.0000,3.0000,0.0000,0.0000,6.0000,6.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,3.0000,3.0000,57.0000,10608.0000,0.0000,85881.0000,2000.0000,W90,CON,DS,593237,D,57593237,881.0000,1600.0000,2850.0000,,,8.0000,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,8.0000,14.0000,1.0000,0.0000,1.0000
1FUYSSZB2VP8,1,F,U,Y,S,S,Z,B,2,V,P,8,1.0000,2.0000,0.0000,82.0000,66.0000,12.0000,6.0000,0.0000,0.0000,99.0000,1.0000,0.0000,0.0000,0.0000,1.0000,6.0000,5.0000,1.0000,0.0000,0.0000,6.0000,6.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,3.0000,2.0000,57.0000,10662.0000,0.0000,82881.0000,1997.0000,FC2,CON,DS,1648268,D,571648268,881.0000,9999.0000,9999.0000,,,8.0000,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,8.0000,14.0000,1.0000,0.0000,1.0000
CE249Z839799,C,E,2,4,9,Z,8,3,9,7,9,9,1.0000,2.0000,0.0000,12.0000,31.0000,1.0000,6.0000,0.0000,0.0000,99.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,12.0000,0.0000,0.0000,2.0000,0.0000,10677.0000,0.0000,12481.0000,1967.0000,999,999,99,000000000,9,00000000000,481.0000,9999.0000,9999.0000,9999.0000,9999.0000,9.0000,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,9.0000,8.0000,0.0000,0.0000,1.0000
3D7ML48C76G1,3,D,7,M,L,4,8,C,7,6,G,1,1.0000,1.0000,0.0000,7.0000,31.0000,12.0000,6.0000,0.0000,0.0000,99.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,2.0000,0.0000,10746.0000,0.0000,7482.0000,2006.0000,SQ3,RPC,CW,000000000,D,00000000000,482.0000,1600.0000,0.0000,,,3.0000,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,10.0000,8.0000,0.0000,0.0000,1.0000
1G1ND52F84M7,1,G,1,N,D,5,2,F,8,4,M,7,1.0000,2.0000,2.0000,20.0000,4.0000,1.0000,6.0000,0.0000,0.0000,99.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.0000,9.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,13.0000,1.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,10758.0000,0.0000,20037.0000,2004.0000,CLA,***,4D,000000000,*,00000000000,37.0000,1070.0000,0.0000,,3106.0000,,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,10.0000,33.0000,0.0000,0.0000,1.0000
1B3EL46T15N5,1,B,3,E,L,4,6,T,1,5,N,5,1.0000,2.0000,2.0000,7.0000,4.0000,96.0000,6.0000,0.0000,0.0000,99.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,7.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,1.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,2.0000,0.0000,10811.0000,0.0000,7043.0000,2005.0000,SRX,***,4D,000000000,*,00000000000,43.0000,1080.0000,0.0000,,3093.0000,,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,11.0000,14.0000,5.0000,0.0000,1.0000
1FUJA6CK86LV,1,F,U,J,A,6,C,K,8,6,L,V,1.0000,2.0000,0.0000,82.0000,66.0000,28.0000,6.0000,0.0000,0.0000,99.0000,1.0000,0.0000,0.0000,0.0000,1.0000,6.0000,5.0000,8.0000,0.0000,0.0000,6.0000,6.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,3.0000,2.0000,57.0000,10942.0000,0.0000,82883.0000,2006.0000,COL,CON,DS,634277,D,57634277,883.0000,9999.0000,9999.0000,,,8.0000,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,12.0000,12.0000,1.0000,0.0000,1.0000
4A3AA46G3XE1,4,A,3,A,A,4,6,G,3,X,E,1,1.0000,2.0000,0.0000,52.0000,4.0000,1.0000,6.0000,0.0000,0.0000,99.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,2.0000,0.0000,10968.0000,0.0000,52034.0000,1999.0000,GES,***,4D,000000000,*,00000000000,34.0000,1037.0000,0.0000,,2935.0000,,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,11.0000,24.0000,0.0000,0.0000,1.0000
8BD008848,8,B,D,0,0,8,8,4,8,,,,2.0000,2.0000,0.0000,76.0000,91.0000,2.0000,6.0000,0.0000,0.0000,99.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.0000,9.0000,0.0000,0.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,9.0000,0.0000,0.0000,2.0000,0.0000,20005.0000,0.0000,76998.0000,1994.0000,999,999,99,000000000,9,00000000000,998.0000,9999.0000,9999.0000,9999.0000,9999.0000,9.0000,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,3.0000,14.0000,4.0000,0.0000,1.0000
1FTNX21L0XEB,1,F,T,N,X,2,1,L,0,X,E,B,2.0000,2.0000,1.0000,12.0000,31.0000,2.0000,3.0000,0.0000,0.0000,99.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,4.0000,0.0000,20032.0000,0.0000,12481.0000,1999.0000,F2S,SRW,4C,000000000,G,00000000000,481.0000,1418.0000,1580.0000,,,2.0000,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,7.0000,12.0000,1.0000,0.0000,1.0000
1FTDF15Y5HPA,1,F,T,D,F,1,5,Y,5,H,P,A,4.0000,2.0000,0.0000,12.0000,31.0000,4.0000,6.0000,0.0000,0.0000,99.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,6.0000,2.0000,9.0000,1.0000,0.0000,0.0000,99.0000,8.0000,2.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,2.0000,0.0000,40127.0000,0.0000,12481.0000,1987.0000,F15,COF,PK,000000000,G,00000000000,481.0000,1170.0000,1330.0000,,,1.0000,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,3.0000,25.0000,0.0000,0.0000,1.0000
2HGES16624H5,2,H,G,E,S,1,6,6,2,4,H,5,4.0000,2.0000,2.0000,37.0000,4.0000,4.0000,6.0000,0.0000,0.0000,99.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,6.0000,2.0000,9.0000,1.0000,1.0000,0.0000,99.0000,8.0000,12.0000,2.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,2.0000,0.0000,40145.0000,0.0000,37031.0000,2004.0000,UCL,***,4D,000000000,*,00000000000,31.0000,1031.0000,0.0000,,2515.0000,,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,3.0000,25.0000,0.0000,0.0000,1.0000
3GNFK16T74G1,3,G,N,F,K,1,6,T,7,4,G,1,4.0000,3.0000,0.0000,20.0000,15.0000,4.0000,6.0000,0.0000,0.0000,99.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,6.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,2.0000,0.0000,40273.0000,0.0000,20422.0000,2004.0000,K15,***,UT,000000000,*,00000000000,422.0000,1300.0000,0.0000,,5219.0000,,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,5.0000,33.0000,0.0000,0.0000,2.0000
1FTWF32F8XED,1,F,T,W,F,3,2,F,8,X,E,D,4.0000,3.0000,0.0000,12.0000,67.0000,4.0000,6.0000,0.0000,0.0000,99.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000,2.0000,98.0000,0.0000,0.0000,99.0000,99.0000,0.0000,9.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,54.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,2.0000,3.0000,88.0000,40399.0000,0.0000,12880.0000,1999.0000,F3D,DRW,PK,888888888,D,88888888888,880.0000,1370.0000,0.0000,,,3.0000,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,1.0000,12.0000,5.0000,0.0000,2.0000
1FMDU32E6XUA,1,F,M,D,U,3,2,E,6,X,U,A,4.0000,2.0000,0.0000,12.0000,14.0000,4.0000,6.0000,0.0000,0.0000,99.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,10.0000,0.0000,9.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,2.0000,0.0000,40402.0000,0.0000,12401.0000,1999.0000,EPR,***,UT,000000000,*,00000000000,401.0000,1116.0000,0.0000,,3891.0000,,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,1.0000,33.0000,0.0000,0.0000,1.0000
2GCEC19C3716,2,G,C,E,C,1,9,C,3,7,1,6,4.0000,2.0000,3.0000,20.0000,31.0000,48.0000,6.0000,0.0000,0.0000,99.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,12.0000,0.0000,6.0000,3.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,8.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,2.0000,0.0000,40561.0000,0.0000,20481.0000,2007.0000,SC1,SIL,4C,000000000,G,00000000000,481.0000,1339.0000,1575.0000,,,2.0000,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,9.0000,14.0000,1.0000,0.0000,1.0000
5N1AR18W65C7,5,N,1,A,R,1,8,W,6,5,C,7,4.0000,3.0000,0.0000,35.0000,14.0000,4.0000,6.0000,0.0000,0.0000,99.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,11.0000,0.0000,6.0000,3.0000,9.0000,0.0000,1.0000,0.0000,99.0000,8.0000,8.0000,0.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,2.0000,0.0000,40561.0000,0.0000,35401.0000,2005.0000,PFI,***,UT,000000000,*,00000000000,401.0000,1122.0000,0.0000,,4452.0000,,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,9.0000,14.0000,1.0000,0.0000,1.0000
5FNRL38886B0,5,F,N,R,L,3,8,8,8,6,B,0,4.0000,2.0000,2.0000,37.0000,20.0000,2.0000,6.0000,0.0000,0.0000,99.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.0000,9.0000,0.0000,6.0000,2.0000,9.0000,0.0000,0.0000,0.0000,99.0000,8.0000,12.0000,2.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,17.0000,0.0000,0.0000,3.0000,0.0000,40591.0000,0.0000,37441.0000,2006.0000,UDY,***,SV,000000000,*,00000000000,441.0000,1181.0000,0.0000,,4655.0000,,4.0000,0.0000,99.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,99.0000,0.0000,0.0000,0.0000,0.0000,999.0000,999.0000,9999.0000,9999.0000,99999.0000,9.0000,38.0000,0.0000,0.0000,1.0000
